part_id,sk,vehicle_model,variant,current_stock,reorder_level,supplier_id,lead_time_days,category,unit_cost,moq,single_source,part_name
PART-BRK-PAD-F,MARUTI_SWIFT#2021,MARUTI_SWIFT,2021,17,5,SUP-005,14,Wear Item,4975.99,30,False,Brake Pad Front
PART-BRK-PAD-F,MARUTI_SWIFT#2023,MARUTI_SWIFT,2023,21,5,SUP-008,5,Wear Item,2284.86,18,False,Brake Pad Front
PART-BRK-PAD-F,HONDA_CITY#2022,HONDA_CITY,2022,7,5,SUP-004,8,Wear Item,1723.52,22,False,Brake Pad Front
PART-BRK-PAD-F,HONDA_CITY#2020,HONDA_CITY,2020,12,5,SUP-010,4,Wear Item,85.59,8,True,Brake Pad Front
PART-BRK-PAD-F,HYUNDAI_I20#2023,HYUNDAI_I20,2023,7,5,SUP-004,8,Wear Item,4531.83,22,False,Brake Pad Front
PART-BRK-PAD-F,HYUNDAI_I20#2021,HYUNDAI_I20,2021,21,5,SUP-002,10,Wear Item,1228.12,25,False,Brake Pad Front
PART-BRK-PAD-F,TOYOTA_INNOVA#2020,TOYOTA_INNOVA,2020,22,5,SUP-004,8,Wear Item,704.94,22,False,Brake Pad Front
PART-BRK-PAD-F,TOYOTA_INNOVA#2022,TOYOTA_INNOVA,2022,30,5,SUP-004,8,Wear Item,2391.22,22,False,Brake Pad Front
PART-BRK-PAD-F,TATA_NEXON#2023,TATA_NEXON,2023,8,5,SUP-004,8,Wear Item,529.81,22,False,Brake Pad Front
PART-BRK-PAD-F,KIA_SELTOS#2022,KIA_SELTOS,2022,18,5,SUP-006,3,Wear Item,2084.96,10,True,Brake Pad Front
PART-BRK-PAD-R,MARUTI_SWIFT#2021,MARUTI_SWIFT,2021,6,5,SUP-002,10,Wear Item,2042.98,25,False,Brake Pad Rear
PART-BRK-PAD-R,MARUTI_SWIFT#2023,MARUTI_SWIFT,2023,12,5,SUP-002,10,Wear Item,998.37,25,False,Brake Pad Rear
PART-BRK-PAD-R,HONDA_CITY#2022,HONDA_CITY,2022,18,5,SUP-003,7,Wear Item,958.27,20,False,Brake Pad Rear
PART-BRK-PAD-R,HONDA_CITY#2020,HONDA_CITY,2020,7,5,SUP-004,8,Wear Item,2243.5,22,True,Brake Pad Rear
PART-BRK-PAD-R,HYUNDAI_I20#2023,HYUNDAI_I20,2023,25,5,SUP-001,3,Wear Item,4996.45,12,True,Brake Pad Rear
PART-BRK-PAD-R,HYUNDAI_I20#2021,HYUNDAI_I20,2021,29,5,SUP-002,10,Wear Item,4251.04,25,False,Brake Pad Rear
PART-BRK-PAD-R,TOYOTA_INNOVA#2020,TOYOTA_INNOVA,2020,20,5,SUP-007,6,Wear Item,2432.72,15,False,Brake Pad Rear
PART-BRK-PAD-R,TOYOTA_INNOVA#2022,TOYOTA_INNOVA,2022,10,5,SUP-001,3,Wear Item,1925.92,12,False,Brake Pad Rear
PART-BRK-PAD-R,TATA_NEXON#2023,TATA_NEXON,2023,30,5,SUP-005,14,Wear Item,3936.39,30,False,Brake Pad Rear
PART-BRK-PAD-R,KIA_SELTOS#2022,KIA_SELTOS,2022,27,5,SUP-007,6,Wear Item,4788.72,15,False,Brake Pad Rear
PART-TYRE-185,MARUTI_SWIFT#2021,MARUTI_SWIFT,2021,11,5,SUP-003,7,Wear Item,1518.7,20,True,Tyre 185/65 R15
PART-TYRE-185,MARUTI_SWIFT#2023,MARUTI_SWIFT,2023,28,5,SUP-010,4,Wear Item,2733.87,8,False,Tyre 185/65 R15
PART-TYRE-185,HYUNDAI_I20#2023,HYUNDAI_I20,2023,6,5,SUP-001,3,Wear Item,2941.68,12,False,Tyre 185/65 R15
PART-TYRE-185,HYUNDAI_I20#2021,HYUNDAI_I20,2021,21,5,SUP-001,3,Wear Item,446.55,12,False,Tyre 185/65 R15
PART-TYRE-195,HONDA_CITY#2022,HONDA_CITY,2022,24,5,SUP-002,10,Wear Item,386.41,25,False,Tyre 195/65 R15
PART-TYRE-195,HONDA_CITY#2020,HONDA_CITY,2020,8,5,SUP-007,6,Wear Item,4710.9,15,False,Tyre 195/65 R15
PART-TYRE-195,TATA_NEXON#2023,TATA_NEXON,2023,24,5,SUP-010,4,Wear Item,246.72,8,True,Tyre 195/65 R15
PART-TYRE-195,KIA_SELTOS#2022,KIA_SELTOS,2022,26,5,SUP-007,6,Wear Item,2939.18,15,False,Tyre 195/65 R15
PART-TYRE-215,TOYOTA_INNOVA#2020,TOYOTA_INNOVA,2020,11,5,SUP-005,14,Wear Item,3365.14,30,False,Tyre 215/60 R17
PART-TYRE-215,TOYOTA_INNOVA#2022,TOYOTA_INNOVA,2022,13,5,SUP-004,8,Wear Item,2009.14,22,False,Tyre 215/60 R17
PART-BATT-35AH,MARUTI_SWIFT#2021,MARUTI_SWIFT,2021,15,5,SUP-008,5,Consumable,4648.64,18,True,Battery 35Ah
PART-BATT-35AH,MARUTI_SWIFT#2023,MARUTI_SWIFT,2023,19,5,SUP-001,3,Consumable,3124.74,12,True,Battery 35Ah
PART-BATT-35AH,HYUNDAI_I20#2023,HYUNDAI_I20,2023,22,5,SUP-002,10,Consumable,1105.11,25,False,Battery 35Ah
PART-BATT-35AH,HYUNDAI_I20#2021,HYUNDAI_I20,2021,16,5,SUP-003,7,Consumable,4410.28,20,False,Battery 35Ah
PART-BATT-45AH,HONDA_CITY#2022,HONDA_CITY,2022,14,5,SUP-006,3,Consumable,830.85,10,False,Battery 45Ah
PART-BATT-45AH,HONDA_CITY#2020,HONDA_CITY,2020,30,5,SUP-010,4,Consumable,3287.18,8,True,Battery 45Ah
PART-BATT-45AH,TATA_NEXON#2023,TATA_NEXON,2023,14,5,SUP-009,10,Consumable,4662.19,25,True,Battery 45Ah
PART-BATT-45AH,KIA_SELTOS#2022,KIA_SELTOS,2022,13,5,SUP-003,7,Consumable,621.37,20,True,Battery 45Ah
PART-BATT-60AH,TOYOTA_INNOVA#2020,TOYOTA_INNOVA,2020,9,5,SUP-009,10,Consumable,1398.12,25,False,Battery 60Ah
PART-BATT-60AH,TOYOTA_INNOVA#2022,TOYOTA_INNOVA,2022,11,5,SUP-006,3,Consumable,3453.11,10,False,Battery 60Ah
PART-SPRK-NGK,MARUTI_SWIFT#2021,MARUTI_SWIFT,2021,39,8,SUP-009,10,Consumable,1293.05,25,True,Spark Plug NGK
PART-SPRK-NGK,MARUTI_SWIFT#2023,MARUTI_SWIFT,2023,48,8,SUP-002,10,Consumable,2146.7,25,False,Spark Plug NGK
PART-SPRK-NGK,HONDA_CITY#2022,HONDA_CITY,2022,8,8,SUP-001,3,Consumable,1701.1,12,False,Spark Plug NGK
PART-SPRK-NGK,HONDA_CITY#2020,HONDA_CITY,2020,18,8,SUP-005,14,Consumable,3719.09,30,False,Spark Plug NGK
PART-SPRK-NGK,HYUNDAI_I20#2023,HYUNDAI_I20,2023,8,8,SUP-009,10,Consumable,603.78,25,False,Spark Plug NGK
PART-SPRK-NGK,HYUNDAI_I20#2021,HYUNDAI_I20,2021,10,8,SUP-009,10,Consumable,4181.25,25,False,Spark Plug NGK
PART-SPRK-NGK,TATA_NEXON#2023,TATA_NEXON,2023,16,8,SUP-007,6,Consumable,257.05,15,False,Spark Plug NGK
PART-SPRK-NGK,KIA_SELTOS#2022,KIA_SELTOS,2022,30,8,SUP-001,3,Consumable,1089.88,12,False,Spark Plug NGK
PART-CLNT-1L,MARUTI_SWIFT#2021,MARUTI_SWIFT,2021,16,5,SUP-002,10,Consumable,3911.58,25,False,Coolant 1L
PART-CLNT-1L,MARUTI_SWIFT#2023,MARUTI_SWIFT,2023,28,5,SUP-010,4,Consumable,815.04,8,False,Coolant 1L
PART-CLNT-1L,HONDA_CITY#2022,HONDA_CITY,2022,30,5,SUP-003,7,Consumable,4063.32,20,False,Coolant 1L
PART-CLNT-1L,HONDA_CITY#2020,HONDA_CITY,2020,10,5,SUP-001,3,Consumable,3695.99,12,False,Coolant 1L
PART-CLNT-1L,HYUNDAI_I20#2023,HYUNDAI_I20,2023,30,5,SUP-007,6,Consumable,3366.04,15,False,Coolant 1L
PART-CLNT-1L,HYUNDAI_I20#2021,HYUNDAI_I20,2021,10,5,SUP-005,14,Consumable,3947.5,30,True,Coolant 1L
PART-CLNT-1L,TOYOTA_INNOVA#2020,TOYOTA_INNOVA,2020,6,5,SUP-007,6,Consumable,4300.04,15,False,Coolant 1L
PART-CLNT-1L,TOYOTA_INNOVA#2022,TOYOTA_INNOVA,2022,19,5,SUP-004,8,Consumable,1780.81,22,False,Coolant 1L
PART-CLNT-1L,TATA_NEXON#2023,TATA_NEXON,2023,5,5,SUP-004,8,Consumable,3317.16,22,False,Coolant 1L
PART-CLNT-1L,KIA_SELTOS#2022,KIA_SELTOS,2022,13,5,SUP-006,3,Consumable,4328.55,10,False,Coolant 1L
PART-WSHLD-FLD,MARUTI_SWIFT#2021,MARUTI_SWIFT,2021,25,5,SUP-006,3,Consumable,2571.56,10,False,Windshield Fluid 1L
PART-WSHLD-FLD,MARUTI_SWIFT#2023,MARUTI_SWIFT,2023,8,5,SUP-001,3,Consumable,4391.34,12,False,Windshield Fluid 1L
PART-WSHLD-FLD,HONDA_CITY#2022,HONDA_CITY,2022,23,5,SUP-003,7,Consumable,4814.54,20,False,Windshield Fluid 1L
PART-WSHLD-FLD,HONDA_CITY#2020,HONDA_CITY,2020,8,5,SUP-001,3,Consumable,3003.03,12,False,Windshield Fluid 1L
PART-WSHLD-FLD,HYUNDAI_I20#2023,HYUNDAI_I20,2023,18,5,SUP-006,3,Consumable,3050.73,10,True,Windshield Fluid 1L
PART-WSHLD-FLD,HYUNDAI_I20#2021,HYUNDAI_I20,2021,23,5,SUP-007,6,Consumable,990.89,15,True,Windshield Fluid 1L
PART-WSHLD-FLD,TOYOTA_INNOVA#2020,TOYOTA_INNOVA,2020,5,5,SUP-007,6,Consumable,2623.61,15,False,Windshield Fluid 1L
PART-WSHLD-FLD,TOYOTA_INNOVA#2022,TOYOTA_INNOVA,2022,18,5,SUP-006,3,Consumable,396.37,10,False,Windshield Fluid 1L
PART-WSHLD-FLD,TATA_NEXON#2023,TATA_NEXON,2023,15,5,SUP-010,4,Consumable,3333.77,8,True,Windshield Fluid 1L
PART-WSHLD-FLD,KIA_SELTOS#2022,KIA_SELTOS,2022,21,5,SUP-005,14,Consumable,1580.96,30,False,Windshield Fluid 1L
PART-BRK-FLUID,MARUTI_SWIFT#2021,MARUTI_SWIFT,2021,17,5,SUP-006,3,Consumable,3501.18,10,False,Brake Fluid DOT4
PART-BRK-FLUID,MARUTI_SWIFT#2023,MARUTI_SWIFT,2023,18,5,SUP-004,8,Consumable,3341.4,22,False,Brake Fluid DOT4
PART-BRK-FLUID,HONDA_CITY#2022,HONDA_CITY,2022,24,5,SUP-003,7,Consumable,2867.07,20,False,Brake Fluid DOT4
PART-BRK-FLUID,HONDA_CITY#2020,HONDA_CITY,2020,5,5,SUP-009,10,Consumable,1554.18,25,False,Brake Fluid DOT4
PART-BRK-FLUID,HYUNDAI_I20#2023,HYUNDAI_I20,2023,30,5,SUP-007,6,Consumable,2920.92,15,False,Brake Fluid DOT4
PART-BRK-FLUID,HYUNDAI_I20#2021,HYUNDAI_I20,2021,19,5,SUP-008,5,Consumable,2238.69,18,False,Brake Fluid DOT4
PART-BRK-FLUID,TOYOTA_INNOVA#2020,TOYOTA_INNOVA,2020,20,5,SUP-009,10,Consumable,3978.99,25,False,Brake Fluid DOT4
PART-BRK-FLUID,TOYOTA_INNOVA#2022,TOYOTA_INNOVA,2022,14,5,SUP-002,10,Consumable,2601.49,25,False,Brake Fluid DOT4
PART-BRK-FLUID,TATA_NEXON#2023,TATA_NEXON,2023,29,5,SUP-002,10,Consumable,1212.6,25,False,Brake Fluid DOT4
PART-BRK-FLUID,KIA_SELTOS#2022,KIA_SELTOS,2022,30,5,SUP-004,8,Consumable,1035.69,22,True,Brake Fluid DOT4
PART-ACBELT,MARUTI_SWIFT#2021,MARUTI_SWIFT,2021,12,5,SUP-001,3,Wear Item,4920.48,12,True,AC Belt
PART-ACBELT,MARUTI_SWIFT#2023,MARUTI_SWIFT,2023,18,5,SUP-008,5,Wear Item,4436.38,18,False,AC Belt
PART-ACBELT,HONDA_CITY#2022,HONDA_CITY,2022,20,5,SUP-007,6,Wear Item,2028.28,15,False,AC Belt
PART-ACBELT,HONDA_CITY#2020,HONDA_CITY,2020,29,5,SUP-001,3,Wear Item,4309.18,12,True,AC Belt
PART-ACBELT,HYUNDAI_I20#2023,HYUNDAI_I20,2023,12,5,SUP-007,6,Wear Item,920.64,15,False,AC Belt
PART-ACBELT,HYUNDAI_I20#2021,HYUNDAI_I20,2021,22,5,SUP-001,3,Wear Item,1283.53,12,True,AC Belt
PART-ACBELT,TOYOTA_INNOVA#2020,TOYOTA_INNOVA,2020,9,5,SUP-008,5,Wear Item,4017.01,18,False,AC Belt
PART-ACBELT,TOYOTA_INNOVA#2022,TOYOTA_INNOVA,2022,24,5,SUP-008,5,Wear Item,4084.28,18,False,AC Belt
PART-ACBELT,TATA_NEXON#2023,TATA_NEXON,2023,19,5,SUP-009,10,Wear Item,4491.18,25,False,AC Belt
PART-ACBELT,KIA_SELTOS#2022,KIA_SELTOS,2022,13,5,SUP-008,5,Wear Item,3771.3,18,False,AC Belt
PART-ALTBELT,MARUTI_SWIFT#2021,MARUTI_SWIFT,2021,20,5,SUP-009,10,Wear Item,3152.4,25,False,Alternator Belt
PART-ALTBELT,MARUTI_SWIFT#2023,MARUTI_SWIFT,2023,7,5,SUP-008,5,Wear Item,3582.05,18,False,Alternator Belt
PART-ALTBELT,HONDA_CITY#2022,HONDA_CITY,2022,15,5,SUP-005,14,Wear Item,1632.56,30,True,Alternator Belt
PART-ALTBELT,HONDA_CITY#2020,HONDA_CITY,2020,9,5,SUP-003,7,Wear Item,1194.74,20,False,Alternator Belt
PART-ALTBELT,HYUNDAI_I20#2023,HYUNDAI_I20,2023,7,5,SUP-004,8,Wear Item,2103.6,22,False,Alternator Belt
PART-ALTBELT,HYUNDAI_I20#2021,HYUNDAI_I20,2021,19,5,SUP-009,10,Wear Item,2108.08,25,False,Alternator Belt
PART-ALTBELT,TOYOTA_INNOVA#2020,TOYOTA_INNOVA,2020,17,5,SUP-007,6,Wear Item,4528.95,15,True,Alternator Belt
PART-ALTBELT,TOYOTA_INNOVA#2022,TOYOTA_INNOVA,2022,17,5,SUP-010,4,Wear Item,2411.05,8,False,Alternator Belt
PART-ALTBELT,TATA_NEXON#2023,TATA_NEXON,2023,29,5,SUP-005,14,Wear Item,1980.43,30,False,Alternator Belt
PART-ALTBELT,KIA_SELTOS#2022,KIA_SELTOS,2022,28,5,SUP-009,10,Wear Item,3686.44,25,False,Alternator Belt
PART-TIMCHAIN,MARUTI_SWIFT#2021,MARUTI_SWIFT,2021,12,5,SUP-008,5,OEM Part,1401.03,18,False,Timing Chain
PART-TIMCHAIN,MARUTI_SWIFT#2023,MARUTI_SWIFT,2023,17,5,SUP-001,3,OEM Part,1713.84,12,False,Timing Chain
PART-TIMCHAIN,HONDA_CITY#2022,HONDA_CITY,2022,19,5,SUP-003,7,OEM Part,4601.73,20,True,Timing Chain
PART-TIMCHAIN,HONDA_CITY#2020,HONDA_CITY,2020,23,5,SUP-007,6,OEM Part,2843.74,15,True,Timing Chain
PART-TIMCHAIN,HYUNDAI_I20#2023,HYUNDAI_I20,2023,25,5,SUP-002,10,OEM Part,2171.63,25,False,Timing Chain
PART-TIMCHAIN,HYUNDAI_I20#2021,HYUNDAI_I20,2021,6,5,SUP-003,7,OEM Part,1337.77,20,False,Timing Chain
PART-TIMCHAIN,TOYOTA_INNOVA#2020,TOYOTA_INNOVA,2020,19,5,SUP-004,8,OEM Part,1667.89,22,False,Timing Chain
PART-TIMCHAIN,TOYOTA_INNOVA#2022,TOYOTA_INNOVA,2022,29,5,SUP-005,14,OEM Part,4758.46,30,False,Timing Chain
PART-TIMCHAIN,TATA_NEXON#2023,TATA_NEXON,2023,7,5,SUP-005,14,OEM Part,2378.02,30,True,Timing Chain
PART-TIMCHAIN,KIA_SELTOS#2022,KIA_SELTOS,2022,12,5,SUP-006,3,OEM Part,3268.21,10,True,Timing Chain
PART-CLUTCH,MARUTI_SWIFT#2021,MARUTI_SWIFT,2021,12,5,SUP-001,3,Wear Item,1036.84,12,True,Clutch Plate
PART-CLUTCH,MARUTI_SWIFT#2023,MARUTI_SWIFT,2023,9,5,SUP-010,4,Wear Item,1230.8,8,False,Clutch Plate
PART-CLUTCH,HYUNDAI_I20#2023,HYUNDAI_I20,2023,23,5,SUP-002,10,Wear Item,4741.4,25,False,Clutch Plate
PART-CLUTCH,HYUNDAI_I20#2021,HYUNDAI_I20,2021,29,5,SUP-005,14,Wear Item,1876.03,30,True,Clutch Plate
PART-CLUTCH,TOYOTA_INNOVA#2020,TOYOTA_INNOVA,2020,14,5,SUP-003,7,Wear Item,585.09,20,True,Clutch Plate
PART-CLUTCH,TOYOTA_INNOVA#2022,TOYOTA_INNOVA,2022,23,5,SUP-005,14,Wear Item,3402.87,30,False,Clutch Plate
PART-FUELFLTR,MARUTI_SWIFT#2021,MARUTI_SWIFT,2021,27,5,SUP-007,6,Consumable,1031.73,15,False,Fuel Filter
PART-FUELFLTR,MARUTI_SWIFT#2023,MARUTI_SWIFT,2023,27,5,SUP-002,10,Consumable,3873.78,25,True,Fuel Filter
PART-FUELFLTR,HONDA_CITY#2022,HONDA_CITY,2022,30,5,SUP-010,4,Consumable,253.29,8,False,Fuel Filter
PART-FUELFLTR,HONDA_CITY#2020,HONDA_CITY,2020,7,5,SUP-006,3,Consumable,2554.51,10,False,Fuel Filter
PART-FUELFLTR,HYUNDAI_I20#2023,HYUNDAI_I20,2023,18,5,SUP-001,3,Consumable,4120.54,12,True,Fuel Filter
PART-FUELFLTR,HYUNDAI_I20#2021,HYUNDAI_I20,2021,16,5,SUP-007,6,Consumable,3196.15,15,False,Fuel Filter
PART-FUELFLTR,TOYOTA_INNOVA#2020,TOYOTA_INNOVA,2020,18,5,SUP-003,7,Consumable,921.88,20,False,Fuel Filter
PART-FUELFLTR,TOYOTA_INNOVA#2022,TOYOTA_INNOVA,2022,30,5,SUP-010,4,Consumable,4602.11,8,False,Fuel Filter
PART-FUELFLTR,TATA_NEXON#2023,TATA_NEXON,2023,18,5,SUP-008,5,Consumable,4137.39,18,False,Fuel Filter
PART-FUELFLTR,KIA_SELTOS#2022,KIA_SELTOS,2022,12,5,SUP-006,3,Consumable,4162.12,10,True,Fuel Filter
PART-SUSPARM,MARUTI_SWIFT#2021,MARUTI_SWIFT,2021,19,5,SUP-005,14,OEM Part,1257.12,30,False,Suspension Arm
PART-SUSPARM,MARUTI_SWIFT#2023,MARUTI_SWIFT,2023,24,5,SUP-010,4,OEM Part,3357.53,8,False,Suspension Arm
PART-SUSPARM,HONDA_CITY#2022,HONDA_CITY,2022,20,5,SUP-001,3,OEM Part,4262.22,12,False,Suspension Arm
PART-SUSPARM,HONDA_CITY#2020,HONDA_CITY,2020,11,5,SUP-008,5,OEM Part,1806.38,18,False,Suspension Arm
PART-SUSPARM,HYUNDAI_I20#2023,HYUNDAI_I20,2023,13,5,SUP-006,3,OEM Part,4407.58,10,False,Suspension Arm
PART-SUSPARM,HYUNDAI_I20#2021,HYUNDAI_I20,2021,5,5,SUP-009,10,OEM Part,2607.3,25,False,Suspension Arm
PART-SUSPARM,TOYOTA_INNOVA#2020,TOYOTA_INNOVA,2020,12,5,SUP-002,10,OEM Part,3614.37,25,False,Suspension Arm
PART-SUSPARM,TOYOTA_INNOVA#2022,TOYOTA_INNOVA,2022,29,5,SUP-009,10,OEM Part,1239.6,25,False,Suspension Arm
PART-SUSPARM,TATA_NEXON#2023,TATA_NEXON,2023,19,5,SUP-008,5,OEM Part,3975.02,18,True,Suspension Arm
PART-SUSPARM,KIA_SELTOS#2022,KIA_SELTOS,2022,12,5,SUP-005,14,OEM Part,2051.79,30,False,Suspension Arm
PART-SHOCKABS,MARUTI_SWIFT#2021,MARUTI_SWIFT,2021,26,5,SUP-005,14,Wear Item,2928.7,30,False,Shock Absorber
PART-SHOCKABS,MARUTI_SWIFT#2023,MARUTI_SWIFT,2023,21,5,SUP-009,10,Wear Item,1751.6,25,False,Shock Absorber
PART-SHOCKABS,HONDA_CITY#2022,HONDA_CITY,2022,27,5,SUP-006,3,Wear Item,2296.04,10,False,Shock Absorber
PART-SHOCKABS,HONDA_CITY#2020,HONDA_CITY,2020,12,5,SUP-005,14,Wear Item,647.25,30,False,Shock Absorber
PART-SHOCKABS,HYUNDAI_I20#2023,HYUNDAI_I20,2023,8,5,SUP-006,3,Wear Item,3727.26,10,False,Shock Absorber
PART-SHOCKABS,HYUNDAI_I20#2021,HYUNDAI_I20,2021,11,5,SUP-004,8,Wear Item,3706.09,22,False,Shock Absorber
PART-SHOCKABS,TOYOTA_INNOVA#2020,TOYOTA_INNOVA,2020,29,5,SUP-010,4,Wear Item,2646.95,8,False,Shock Absorber
PART-SHOCKABS,TOYOTA_INNOVA#2022,TOYOTA_INNOVA,2022,11,5,SUP-002,10,Wear Item,1516.42,25,False,Shock Absorber
PART-SHOCKABS,TATA_NEXON#2023,TATA_NEXON,2023,14,5,SUP-003,7,Wear Item,120.03,20,False,Shock Absorber
PART-SHOCKABS,KIA_SELTOS#2022,KIA_SELTOS,2022,6,5,SUP-005,14,Wear Item,4872.76,30,False,Shock Absorber
PART-WIPERBLD,MARUTI_SWIFT#2021,MARUTI_SWIFT,2021,25,5,SUP-003,7,Consumable,4348.88,20,False,Wiper Blade
