part_id,vehicle_model,variant,service_date,qty_used,service_type,week_number,month,year
PART-OIL-5W30,MARUTI_SWIFT,2021,2023-12-19,4,Periodic,51,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2021,2023-12-20,1,Campaign,51,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2021,2023-12-21,4,Recall,51,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2021,2023-12-23,1,Repair,51,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2021,2023-12-27,3,Periodic,52,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2021,2023-12-28,6,Campaign,52,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2021,2023-12-29,3,Periodic,52,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2021,2023-12-30,4,Recall,52,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-01-02,1,Campaign,1,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-01-03,1,Recall,1,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-01-04,1,Campaign,1,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-01-07,4,Recall,1,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-01-09,1,Periodic,2,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-01-11,2,Periodic,2,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-01-13,1,Periodic,2,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-01-14,3,Recall,2,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-01-15,4,Recall,3,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-01-17,1,Campaign,3,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-01-20,3,Periodic,3,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-01-23,4,Repair,4,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-01-28,3,Periodic,4,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-01-30,2,Campaign,5,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-02-04,1,Recall,5,2,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-02-11,1,Campaign,6,2,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-02-14,5,Repair,7,2,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-02-18,3,Periodic,7,2,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-02-19,5,Periodic,8,2,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-02-20,1,Periodic,8,2,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-02-23,2,Recall,8,2,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-03-11,5,Recall,11,3,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-03-13,4,Repair,11,3,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-03-14,3,Periodic,11,3,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-03-26,1,Periodic,13,3,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-03-31,3,Periodic,13,3,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-04-01,4,Recall,14,4,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-04-10,2,Repair,15,4,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-04-11,3,Periodic,15,4,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-04-14,4,Campaign,15,4,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-04-18,6,Repair,16,4,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-04-22,3,Periodic,17,4,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-05-06,4,Periodic,19,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-05-09,5,Periodic,19,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-05-10,2,Repair,19,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-05-12,4,Campaign,19,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-05-15,3,Repair,20,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-05-19,4,Periodic,20,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-05-23,1,Recall,21,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-05-24,4,Repair,21,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-05-26,2,Recall,21,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-05-30,6,Periodic,22,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-06-08,5,Recall,23,6,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-06-11,3,Periodic,24,6,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-06-13,1,Repair,24,6,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-06-14,2,Recall,24,6,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-06-17,3,Campaign,25,6,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-06-19,3,Periodic,25,6,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-06-20,1,Campaign,25,6,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-06-21,3,Recall,25,6,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-06-22,2,Periodic,25,6,2024
PART-OIL-5W30,MARUTI_SWIFT,2021,2024-06-30,5,Periodic,26,6,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-01-01,3,Periodic,52,1,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-01-05,2,Repair,1,1,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-01-13,4,Periodic,2,1,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-01-18,2,Repair,3,1,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-01-19,2,Periodic,3,1,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-01-20,2,Recall,3,1,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-01-23,1,Recall,4,1,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-01-25,1,Campaign,4,1,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-01-28,2,Periodic,4,1,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-01-30,4,Recall,5,1,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-01-31,1,Periodic,5,1,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-02-07,2,Recall,6,2,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-02-08,6,Recall,6,2,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-02-10,6,Periodic,6,2,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-02-12,5,Periodic,6,2,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-02-18,4,Campaign,7,2,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-02-25,1,Periodic,8,2,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-02-26,6,Recall,8,2,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-02-27,6,Periodic,9,2,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-02-28,4,Periodic,9,2,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-03-07,1,Periodic,10,3,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-03-08,1,Periodic,10,3,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-03-11,2,Repair,10,3,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-03-17,3,Recall,11,3,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-03-20,1,Periodic,12,3,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-03-22,4,Campaign,12,3,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-03-24,1,Repair,12,3,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-03-26,5,Repair,12,3,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-04-01,2,Repair,13,4,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-04-06,10,Recall,14,4,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-04-11,3,Campaign,15,4,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-04-14,4,Periodic,15,4,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-04-28,5,Periodic,17,4,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-04-29,2,Periodic,17,4,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-05-03,2,Repair,18,5,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-05-05,6,Campaign,18,5,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-05-06,2,Recall,18,5,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-05-07,11,Periodic,18,5,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-05-12,3,Repair,19,5,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-05-16,1,Repair,20,5,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-05-23,1,Periodic,21,5,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-05-25,1,Recall,21,5,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-05-26,1,Campaign,21,5,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-05-30,4,Periodic,22,5,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-05-31,3,Recall,22,5,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-06-06,2,Repair,23,6,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-06-14,1,Periodic,24,6,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-06-17,5,Periodic,24,6,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-06-20,3,Periodic,25,6,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-06-25,7,Campaign,25,6,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-06-26,5,Repair,26,6,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-06-28,4,Periodic,26,6,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-07-01,6,Campaign,26,7,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-07-07,7,Periodic,27,7,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-07-10,1,Periodic,28,7,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-07-16,4,Repair,28,7,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-07-20,3,Periodic,29,7,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-07-22,6,Recall,29,7,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-07-24,3,Campaign,30,7,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-07-25,6,Repair,30,7,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-07-29,3,Repair,30,7,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-07-31,4,Periodic,31,7,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-08-02,4,Periodic,31,8,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-08-03,3,Periodic,31,8,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-08-04,4,Recall,31,8,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-08-12,4,Periodic,32,8,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-08-17,4,Recall,33,8,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-08-20,5,Repair,33,8,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-08-21,1,Repair,34,8,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-09-04,2,Campaign,36,9,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-09-05,3,Recall,36,9,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-09-08,5,Campaign,36,9,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-09-10,2,Periodic,36,9,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-09-16,3,Campaign,37,9,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-09-18,2,Periodic,38,9,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-09-19,4,Repair,38,9,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-09-22,2,Campaign,38,9,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-09-23,1,Campaign,38,9,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-10-04,2,Repair,40,10,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-10-11,2,Recall,41,10,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-10-12,1,Campaign,41,10,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-10-16,5,Campaign,42,10,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-10-20,7,Campaign,42,10,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-10-22,1,Periodic,42,10,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-10-26,1,Campaign,43,10,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-10-31,4,Periodic,44,10,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-11-14,1,Recall,46,11,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-11-15,6,Periodic,46,11,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-11-16,4,Repair,46,11,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-11-17,7,Repair,46,11,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-11-26,3,Campaign,47,11,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-12-03,3,Repair,48,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-12-05,3,Recall,49,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-12-08,3,Campaign,49,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-12-09,2,Campaign,49,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-12-11,3,Campaign,50,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-12-13,7,Periodic,50,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-12-17,5,Recall,50,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-12-21,1,Campaign,51,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-12-23,3,Recall,51,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-12-25,1,Repair,52,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-12-29,3,Campaign,52,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2023-12-30,5,Periodic,52,12,2023
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-01-01,1,Periodic,1,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-01-03,4,Recall,1,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-01-05,7,Repair,1,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-01-07,2,Campaign,1,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-01-15,5,Campaign,3,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-01-17,8,Periodic,3,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-01-22,7,Repair,4,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-01-26,1,Recall,4,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-01-29,3,Periodic,5,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-01-30,2,Periodic,5,1,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-02-02,1,Recall,5,2,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-02-03,4,Repair,5,2,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-02-07,1,Repair,6,2,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-02-09,3,Periodic,6,2,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-02-11,4,Campaign,6,2,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-02-19,4,Periodic,8,2,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-03-08,1,Campaign,10,3,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-03-10,4,Campaign,10,3,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-03-11,1,Repair,11,3,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-03-19,1,Periodic,12,3,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-03-22,1,Recall,12,3,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-03-25,4,Repair,13,3,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-03-29,6,Repair,13,3,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-04-01,5,Periodic,14,4,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-04-04,3,Periodic,14,4,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-04-20,3,Campaign,16,4,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-04-22,5,Periodic,17,4,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-04-30,5,Recall,18,4,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-05-02,3,Periodic,18,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-05-03,2,Recall,18,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-05-07,1,Periodic,19,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-05-08,1,Periodic,19,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-05-12,6,Periodic,19,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-05-14,5,Periodic,20,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-05-17,4,Repair,20,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-05-18,4,Campaign,20,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-05-24,8,Campaign,21,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-05-25,5,Repair,21,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-05-26,1,Campaign,21,5,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-06-08,9,Recall,23,6,2024
PART-OIL-5W30,MARUTI_SWIFT,2023,2024-06-09,7,Campaign,23,6,2024
